texto,label_maltrato,label_violacion_del_deber_de_cuidado,label_situaciones_de_riesgo,label_abuso_sexual,label_negligencia
" OBSERVACIóN; SE PUEDE PASAR SU NúMERO FUERA DE LA NOTA: 0984000000. A través de la Línea 147 Fono Ayuda se reportó de manera confidencial la siguiente situación;   Que se tiene conocimiento de que la niña NNA de 11 años hija de SUJETO habría sido víctima de abuso sexual por parte de su padrastro; SUJETO situación que fue denunciada en el mes de Noviembre del 2022 causa 636/22 a cargo de la Unidad del Fiscal SUJETO.   Que además del abuso sexual contra la niña habría también situación de violencia doméstica por parte de SUJETO hecho que también habría denunciado en la fiscalía que por ambas situaciones mencionadas habría orden de alejamiento del hombre respecto de la casa.   Que la pareja compuesta por SUEJTO y SUJETO tiene dos hijas en común; NNA de 7 años y NNA de 3 años quiénes desde siempre serían víctimas de maltrato físico y psicológico por parte de ambos padres además de presenciar las situaciones de violencia que el padre ejercía contra la madre.   Que el padre incumpliría la orden de alejamiento que estaría de nuevo viviendo en la casa desde la semana pasada.  Que el pasado domingo 1 de enero del corriente año la niña NNA habría corrido hasta la casa de su madrina; SUJETO pidiendo auxilio debido a que su padre estaba golpeando a su madre que detrás de la niña habría llegado la madre a la casa de la madrina y al ver que la niña contó que el padre estaba de vuelta viviendo en la casa la habria golpeado en el rostro haciéndole sangrar la nariz y rompiéndole la boca.  Que además la niña NNA habría sido llevada por la madre hasta la ciudad de ñemby a la casa de la abuela materna de nombre SUJETO con la finalidad de que el padrastro pueda quedarse en la casa.   
",1,1,0,1,0
" La recurrente SUJETO con número de teléfono: 0981000000 manifestó ser tía materna de los niños ""mi hermana es una mujer adicta que no cuida de sus hijos tienen muchos hijos y la niña NNA de 8 años estaba viviendo con una tía mía mi tía le cuidaba muy bien y hace como dos semanas mi hermana y retiró a la nena le llevó a su casa y ya no quiere que vuelva con mi tía mi hermana sale mucho anda mucho por la calle y a cualquier hora se droga y le lleva a Samira Magalí con ella cualquier cosa le puede pasar a mi sobrina porque le lleva entre borrachos y le pueden hacer cualquier cosa a mi sobrina sus vecinos me suelen contar que mis otros sobrinos se quedan solos en la casa ellos viven en una zona tipo zanja en la casa viven mi hermana y sus hijos NNA sale con su mamá por la calle y se quedan: NNA de 11 años NNA de 10 años NNA de 5 años Bebé de 4 años y una bebé de 2 meses ellos solos no más se quedan en la casa y quiero saber que hacer por lo menos a NNA le quiero ayudar ella puede vivir conmigo y los otros niños pueden vivir con sus abuelas paternas"" refiiró.  Se le orientó que debe hacer denuncia por violación del deber del cuidado en la comisaría y con su copia de denuncia acudir a la Def. NNA a solicitar Guarda de la niña NNA y poner a conocimiento la situación de sus demás sobrinos.       OS: SUJETO  Se comunico al servicio Viviana Segovia 0983000000 . Informa que sobre la calle Tte. Villalón Asunción Barrio Obrero al lado de la vivienda 39 hay un patio baldío con la muralla derrumbada en donde esta instalada una familia a la  mujer se la conoce como SUJETO quien esta embarazada y al hombre se lo conoce como SUJETO en el lugar tambien viven 3 niños de entre 5 y 7 años NNA NNA y NNA. La recurrente pudo presenciar el momento en el que la Sra. SUJETO estaba siendo maltratada por parte de su pareja. Se llamo al 911 y a la Comisaría 8va el Comisario le informo que le llevaron al Sr. SUJETO hasta el calabozo pero que es una situación que se repite todo el tiempo porque cada vez que ingresa la denuncia la Sra. SUJETO niega todo el maltrato pero que según los vecinos si hay maltrato físico y que la situación se da frente a los niños. La recurrente encontró a la recurrente sentada en el suelo pero que según la señora solo se sentó allí.   El caso ingreso dos veces en el año 2020  En fecha 02/03/2020 se derivo el caso por la situación de los niños a la Defensora Agueda Morel. IDD Nota Nro. 0000/2020.   En fecha 16/05/2020 se volvió a remitir por la situación de los niños a la Defensora SUJETO IDD Nota Nro. 0000/2020     Os. SUJETO    Se comunicó al servicio una persona solicitando la confidencialidad de sus datos refirió ser vecina de varios niños y niñas de los cuales no sabría sus nombres indicó que los mismos se encuentran en situación de riesgo pues salen fuera de la vivienda sin supervisión de adultos responsables que uno de los niños habría cruzado la calle y por poco fue embestido por un vehículo.     Refirió saber que la madre se llama SUEJTO que la misma sería una persona adicta a las drogas por lo que habría intervenido la Defensoría entregando a los niños y niñas en Guarda a la abuela materna quien actualmente se encontraría internada con diagnóstico de Cáncer por lo que ya no puede cuidar de sus nietos y nietas.     La recurrente no contaba con mayores datos se corroboró en el sistema de Fono Ayuda que en el servicio habría ingresado en fecha 02 de marzo del 2020 una llamada donde indicaban que la Sra. SUJETO se encontraba en situación de violación del deber de cuidado en relación a sus hijos e hijas por lo que en la misma fecha se derivó el IDD 0000/2020 a la Defensoría de Niñez en el turno de la Def. SUJETO.     En fecha 16 de mayo del 2020 había ingresado otra llamada donde reiteraban la situación de vulneración por lo que desde el servicio se remitió el IDD 0000/2020 a la Defensoría de Niñez en el turno de la Def. SUJETO.     Luego en fecha 21 de diciembre del 2021 habría ingresado una llamada al servicio donde informaban que la Sra. SUJETO se encontraba embarazada y en situación de violencia doméstica por parte de su pareja SUJETO quien la agredía en presencia de sus hijas e hijos por lo que desde el servicio se había derivado el IDD 0000/2021 a la Unidad Especializada Contra la Violencia Familiar en el turno de la Fiscal SUJETO.     En el sistema se corroboró la identidad de las niñas: NNA de 2 años con Síndrome de Down NNA de 12 años NNA de 9 años y los niños NNA de 10 años NNA de 8 años y NNA de 6 años de edad hijos de la Sra. SUJETO.    Se remiten los datos pues aparentemente los niños y niñas se encuentran nuevamente en situación de vulneración.            
",0,1,1,0,1
" Mediante una comunicación recepecionada a través del 0984000000 se comunica la señora SUJETO quien indico ser abuela paterna y reportó la siguiente situación : Que su nieta NNA de 2 años de edad estaria en riesgo con su madre SUJETO de 32 años .La misma indica que SUJETO es una persona que no estaria  en condiciones de que su hija este con ella ya que seria una persona ADICTA a la droga y que en varias ocasiones ya dijo que se va  a matar con sus hija.  La niña NNA ya estuvo en varias ocasiones con su abuela materna y con su tía materna mientras seria judicializada pero que hasta el momento no se ha solucionado.  Que en diciembre una ves mas ella se fue a traerla a su hija de  la casa de su hermana y que regreso en la casa de su madre. Se quedo un tiempo y una ves mas la defensora SUJETO le dio la guarda a la abuela materna. El día de ayer la abuela materna la señora SUJETO fue hasta AREGUA a pasar un día en  donde en horas de la tarde se presento SUJETO le estironea a  su hija y le saco a la abuela  indicándole que ella es la madre y que nadie le va a  sacar a su hija .  La abuela esta muy preocupada por que no sabe nada de su nieta que SUJETO estaria en la casa de una tía materna en la ciudad de Aregua.  La abuela materna fuer hasta la comisaria de AREGUA en donde los mismo  le indica que el documento que ella tiene no es guarda.  Numero de telf de la abuela materna es el 0982000000.          
",0,0,1,0,0
" A través de la Linea 147 Fono Ayuda se reporta de manera confidencial y reporta cuanto sigue: Que la señora SUJETO ( 40 años) reside en la ciudad de Pedro Juan Caballeroque la niña NNA ( 11 años ) estaría en guarda con la tía desde hace 2 años aproximadamente .Refiere que por motivos de abuso sexual  la niña fue entregada a la tía .La madre  de la niña  la señora SUJETO viviría en la ciudad de Pedro Juan Caballero.  Indica que la Tía la dejaría a la niña sola  por  3 o 4 días  sola en  la casaque  la señora SUJETO se iría en lo de su madre en la ciudad de P. Juan Caballero.  Y que ademas la tía le ofrecería a  un adolescente  S/D ( 15 años) quien trabajaría en una estancia.Que la tía le había dicho : EGUERAHA CHEVE CHE JA NDAIKATUVEIMA AGUEREKO CHENDIVE .En la fecha de 00/00 /2022 el adolescente le había llevado a  la niña en el lugar de su trabajo que su Patrón no le permitió tenerla en el lugar y que el mismo le había traído de vuelta  después de 2 días a la niña en su casa junto a su tía.  La persona recurrente refiere que la niña no tendría contacto con la madrey que la tía ya no quiere tenerla según indican los vecinos.       
",0,1,0,0,0
" A través de la comunicación recepcionada del Sr SUJETO de 0985000000 reportó: Que la niña  NNA S/D de 12 años vive con la Sra SUJETO vecina de la tía que falleció  hace dos meses después de que haya muerto su tía  de quien no pose mas datos.  Según relata el recurrentela niña ya no tiene mamárefirió que la madre murió  y del padre no posee datos.La sra SUJETO le  manifiestó que ya no puede tenerla  a la niña y que necesita ubicarle en algún hogar.El recurrente manifestó que le diría a  la sra SUJETO llamar al servicio y poseer mas datos.     15:33= DERIVACION A CODENI CAACUPE - SUJETO:              
",0,0,0,0,0
" Una persona quien solicito confidencialidad de sus datos refiere que los niños NNA de 9 años y NNA de 8 años de edad hijos de SUJETO con quien viven y SUJETO serían maltratados de forma habitual por la madre que manda a los niños por lasa calles del Asentamiento y fuera de ella a vender dulces en canasta que los niños se quejan por realñizar dicha actividad y que sería cuando la madre los golpea que esta situación habría sido referida por el propio niño que el mismo habria pedido ayuda a una vecina para que mandara una foto del mismo con su canasta al padre para que este pudiera ayudarlos. Refirio que los niños estarían desnutridos.  Que el padre de los niños ya habría realizado denuncia en Fiscalía Penal por maltrato pero que volvieron a entregar a los niños con la madre con la promesa de la madre de que modificaría su conducta.   El padre pasaría alimentación mensual.  Los niños asistirían a la Escuela XXX NNA turno tarde y NNA turno mañana.     SEGUIMIENTO.  En Fiscalía Penal de Luque. Und. 7 con la Fiscal SUJETO estaría la Causa 0000/2019 por maltrato.        
",1,0,0,0,0
" Se comunicó la Sra. SUJETO desde el 0991-000000 la misma refiere que el Sr. SUJETO en este momento esta maltratando físicamente a la ex pareja de nombre SUJETO de aproximadamente 25 años y a tres hijos/as menores de edad. Que en la noche del domingo se habría dado la misma situación y que el acusado habría sido detenido y remitido a la Comisaría 37 de Areguá que esta mañana recupero la libertad y nuevamente llego a la casa de la ex pareja a violentarla tanto a ella como a los niños. Se le refiere que en casos de violencia presente lo más urgente es comunicar al 911 que desde este servicio también se haría la comunicación y que posterior se le devolverá la llamada para tomar datos para remitir a otra instancia.     DESDE ACA PARA DERIVACIóN  Una persona quien solicitó confidencialidad de sus datos refiere que en la dirección arriba referida vive la Sra. SUJETO de aproximadamente 26 años de edad con sus hijos NNA de 9 años NNA de 7 años y NNA de 3 años de edad.   Que en la noche del 31-12-2020 el padre de los niños SUJETO habría golpeado a la Sra. SUJETO que esta situación se habría puesto a conocimiento de la Comisaría 37 de Aregua pero que recién el 03-01-2021 habrían detenido al sindicado; y que en el día de hoy 04-01-2021 habría recuperado la libertad y que el mismo habría vuelto a la casa de la Sra. SUJETO y la habría golpeado nuevamente que el día de hoy también habría golpeado a los niños NNA y NNA.  Que la situación de maltrato sería una constante y que los niños presencian y también son golpeados físicamente. Que a raíz de esta situación el niño NNA ha referido con cuchillo en mano que mataría al padre. SUJETO sería padre de los niños pero que tanto el como la madre aun no los reconoció legalmente; los niños no estarían aún registrado en el Registro Civil de las Personas.  La recurrente refiere que la Sra. SUJETO después del maltrato de hoy se habría trasladado hasta la Comisaría 37 a realizar la denuncia. También se le indico que la oriente a que llame a SOS Mujer 137 y que acuda a la Defensoría de Luque para solicitar asistencia de la Especializada de la Ley 5777.               
",1,0,0,0,0
"  A través  de la comunicación recepcionada del 0973-000-000 la señora SUJETO y reportó lo siguiente: Que el NNA de 4 años seria maltratado de manera constante por sus padres S/D que ambos  serian alcohólicos y que estarían casi todo el día por la calle con el niño.  Que los vecinos todos le conocen y saben de la situación y que en varias oportunidades ya se llamo a la policía pero que no pasa mas de eso y la situación sigue igual.  Que el padre le estira del cabello estando por la calle y  que el niño se pone a llorar.  La persona quien llamo indica que el niño estaria en riesgo con los padres y en esas condiciones       
",1,0,0,0,0
" A través de la Linea 147 Fono Ayuda se reporta  una persona de manera confidencial y reporta cuanto sigue: Que la señora SUJETO reside en la ciudad de Luque con sus hijos cuyo nombres son los siguientes: NNA ( 15 años ) NNA ( 8 años ) NNA ( 4 años ) NNA ( 6 años ) y NNA ( 6 meses ) .  Que la adolescente  NNA ( 16 años ) seria la otra hija de la señora SUJETO ya estaría conviviendo con una persona adulta ( 8  en pareja )  desde  hace aproximadamente 1 año en el mismo barrio. Manifiesta no tener datos de la persona con quien estaría viviendo.  La persona recurrente refiere que las adolescentes y los niños serian huérfanos de padre hace 6 meses y que la madre la  no estaría en condiciones de cuidarlos como correspondeque la misma saldría cada tanto y volvería en 2 o 3 días en la casa.Que la madre seria una adicta a la droga.  Que la adolescente SUJETO es la que se queda al cuidado de su hermanos y que en ocasiones no tendría que comer y que la madre solo le dejaría leche en polvo.  Numero de Teléfono de la abuela materna la señora SUJETO: 0982-000-000 la misma estaría en condiciones de colaborar .  OBSERVACIóN: se puede enviar el numero de la recurrente .            
",0,1,0,0,0
" SUJETO hermana de los niños NNA de11 años y NNA de 13 años de edad hijos de SUJETO con quienes viven y SUJETO.  Que el niño NNA habría ido por vaciones con el padre en Yatayty del Norte de eso haría un mes y que el padre ya no quiso devolver al niño con la madre.  L madre se habria presentado ante la CODENI de Yataity del Norte en donde habráin preguntado al niño si querria volver con la madre que el niño habría referido que no y que referente de la CODENI quien refiere no habría querido identificarse le habria dicho que nada podian hacer.  Se le orienta a la Sra. acuda a la Defensoria NA de Coronel Oviedo (no tendría recursos para pagar Abg. particular) y que refiera la situación para solicitar Restitución que alli le van a informar si aun pueden tomar el caso o le derivan a San Estanislao. Que posterior debe slocitar la Convivencia.  Que puede orientar a la madre a que llame al 147.      
",1,0,0,0,0
" A través de la comunicación recepcionada de una persona quien pidió confidencialidad de sus datos y reportó: Que la niña  NNA de 6 años estaria en riesgo con su padre el señor SUJETO de 30 años aproximadamente quien seria una persona adicta a la marihuana y que siempre esta  fumando  en presencia de la niña .Que  tambien siempre le lleva en un taller donde acuden varios hombres.  Que la madre de la niña la señora  SUJETO de 24 años hace dos meses les trajo de vuelta a la niña en la casa de su padre donde tambien viviría en la casa el abuelo el señor  SUJETO y que dormirían en  la misma pieza.  La persona quien llamo manifiesta que en realidad SUJETO no seria padre bilógico de la niña pero que fue  reconocida que SUJETJO se hizo pareja con SUJETO ya embarazada .  Que el abuelo intento llamarla  a la madre para que le lleve de vuelta  a la niña .pero que la madre les bloqueo.no se sabe  nada de ella .La niña estaria en muy malas condiciones de higiene y que estaria muy pálida. No fue en la escuela en el año 2021.            
",0,0,1,0,0
"  A través de la Linea 147 Fono Ayuda se comunica el señor SUJETO del 0994-000-000 el mismo indica ser guardia de seguridad del Mercado e indica que la señora SUJETO con sus tres hijos de 138 y 4 años se encuentran en el Portal de Mercado y la misma solicita traslado al albergue de Sajonia .Refiere  que en la noche de ayer fue trasladada y que se debía comunicar hoy para la solicitud.  Desde el servicio se deriva a DRI CALLE .  
",0,0,0,0,0
" La señora SUJETO con número de teléfono: 0984000000 se comunicó a Fono Ayuda y manifestó que en su comunidad hay un caso de Abuso Sexual y que nadie hace nada.  Se le escuchaba muy alterada estaba llorando se le consultó más detalles de la situación y refirió que ""los vecinos dicen que hace 15 días el adolescente fue a la despensa del presunto abusador y fue abusado parece que la mamá hizo la denuncia pero nadie hace nada la mamá pidió ayuda al director del colegio del nene pero se hacen los desentendidos y parece que la mamá está siendo amenazada por el que le abusó al nene"" expresó.   Se le solicitó datos de la denuncia quien es el fiscal en que fiscalía está la causa y refirió no saber entonces se le solicitó contacto de la madre del adolescente y manifestó que no tienen su número se le consultó por el nombre del supuesto abusador (para averiguar en fiscalía sobre la causa) y refirió que tampoco sabe su nombre ""yo solo quiero que ustedes vengan a intervenir a hacer algo"" manifestó llorando la recurrente.   Se le explicó que la instancia que debe intervenir es la fiscalía y que se necesita corroborar si realmente se realizó la denuncia y quién es el fiscal interviniente en caso de que no se haya realizada dicha denuncia para poder derivar desde este Servicio pero que ante la falta de datos será muy difícil indicó entonces la recurrente que va a averiguar los nombres de las personas involucradas se le solicitó que le indique a la madre del adolescente que llame al 147.  
",0,0,0,1,0
" A través de una comunicación telefónica  la Sra. SUJETO Tel: 0986 000 000 informa que desde Junio - Julio del 2021 tiene la guarda judicial del niño NNA de 12 años.  Que la Defensora NNA SUJETO fue la que tramitó ante el Juzgado NN la guarda que la misma le habría indicado que se comunique con ella ante cualquier necesidad.   La Sra. SUJETO refiere  que el motivo de su comunicación es reportar que NNA no regresa al domicilio refiriendo que el niño salió hoy de su domicilio a las 16:00 Aproximadamente para jugar en la cancha que queda a media cuadra de su domicilio que siempre regresa a las 18:00 hs como no regresaba fue hasta la cancha y que los niños le informaron que el día de hoy Alexander no acudió a compartir con ellos.    La Sra. Cinthia refiere que ya intento comunicarse con la Defensora NNA Agueda Morel que le dejo un audio en donde le explicaba la situación actual.  La Sra. SUJETO refiere que es la segunda vez que el niño sale de la casa la primera vez fue en el mes de noviembre en donde el niño se habría escapado.  ""Le dije a NNA que era hora de hacer las tareas escolares  me dijo que quiere hacerlo luego salió de la casa fui detrás de él y le encontré en el semáforo cerca de casa hable con él y regreso de nuevo conmigo. ""   La Sra. SUJETO refiere que el niño no sería consumidor de drogas pero que a unas cuadras de su domicilio habría un ""Villa hule"" que sospecha que el niño iría a dicho sitió.  Se le Orienta a acudir a la comisaría más cercana a denunciar la desaparición del niño que en el Servicio se puede solicitar la publicación de la foto del niño en las Redes Sociales del MINNA previa autorización.      Seguimiento 20:12:  La Sra. SUJETO   Informa que el niño Alexander acaba de regresar a su domicilio que se encuentra en buen estado pero que estaría callado y serio.    La Sra. SUJETO refiere que el día de mañana se presentará con el niño ante la Defensora NNA SUJETO para presentarle el caso y renunciar a la Guarda.          
",0,0,1,0,0
" A través de la comunicación recepcionada de una persona quien pidió confidencialidad de sus datos quien indico ser vecina : Que  la niña NNA de 3 años seria testigos de violencia intrafamiliar de parte de sus padres la Sra SUJETO y el Sr SUJETO  El señor SUJETO seria alcohólico y que desde hace un tiempo la sra también ya estaría en consumo de bebidas alcohólicas y se estarían maltratando entre los dos se pegan entre los dos en presencia de los niños   Refirió que ayer en horas de la tarde otra ves estuvieron borrachos y se volvieron a pegar entre ellos y que a la niña fue golpeada por su padre(no sabe con que le pego ni si le dejo marcas)  Manifiesta que ella es comadre de la pareja y que ya le advirtió varias veces a  que cambien su situación pero que no han mejorado y esta preocupada por la niña de tres añitos que este pasando tal situacion.  Proveyó el numero de teléfono de SUJETO (nuera de la recurrente) para proveer mas datos de la ubicación de la casa (0983000000).    
",1,0,0,0,0
" El señor SUJETO con número de teléfono: 0982000000 manifestó a Fono Ayuda 147 que en su casa vive una mujer de nombre SUJETO la misma tiene 3 hijos: NNA de 12 años NNA de 5 años y NNA de 1 año. Explicó que la mujer no es pariente suya que se dedica a la prostitución a fue llevada a su casa por un hermano suyo de nombre SUJETO; ""la casa es mía y mi hermano vive conmigo hace meses le trajo a esa mujer a mi casa no le dije para no pelearnos la mujer va y viene pero sus hijos no viven bien ella toma alcohol todo el día y todos los días siempre está borracha y trae hombres a mi casa ya no me gusta esta situación sobre todo por los niños la más chica de 1 año corre peligro cuando trae hombres y hace quilombo en mi casa hay peleas y borracheras es un desastre"" expresó.   Solicitó se verifique la situación de vida de los niños y se haga algo por ellos ya que la CODENI de Areguá estaría en conocimiento de la situación según indicó el recurrente pero que no hace nada al respecto manifestó.      Seguimiento 04-05-2021  Se comunicó el Sr. SUJETO desde el número 0982-000000 refiere que en su vivienda viven los niños NNA de 12 años NNA de 5 años y NNA de 2 años de edad; hijos de la Sra. SUJETO quien también reside en el lugar.  Que la Sra. SUJETO consume bebidas alcohólicas con frecuencia hasta emborracharse y que en esa situación la misma maltrata a los niños el recurrente repitió varias veces ""ohuga hesekuéra"" que a insistencia refiere que los trata a los gritos los amanzana con que los va a envenenar y matar ""haúkata ndeve veneno"" ""porojukapata"" que esta situación sería habitual.  Refiere que los niños no tienen padre responsable y que el niño NNA estaría hurtando cosas del recurrente.  El mismo ya se había comunicado en fecha 04-01-2021 en dicha ocasión ya había referido negligencia hacia los niños que la madre ya estaba en constante consumo de bebidas alcohólica y que la madre se dedicaba a la prostitución en la misma vivienda. En misma fecha se realizó derivación a CODENI de la Ciudad de Aregua con Nota IDD-0000-2021.                           
",0,1,1,0,0
" A través de la Linea 147 Fono Ayuda se reporta la señora SUJETO DEL 0976-000-000 y reporta cuanto sigue: Que la niña NNA S/D de aproximadamente 4 años  estaría con la recurrente desde el medio día de la fecha de hoy.  Refiere que la madre de la niña seria una persona  adicta al alcohol y que desde el domingo 01/01 la señora le había abandonado a su hija en la vereda  de la casa de la señora  SUJETO y su hermana SUJETO y que la misma no volvió.  La recurrente indica que su amiga SUJETO indica que desde la Defensoria se iría en la casa  en el día de ayer Lunes a retirar a la niña pero que no acudieron Y que en la fecha de hoy la señora SUJETO le pidió a su amiga si podría dejarle a la niña con ella que ella se iría a trabajar.  La niña se encuentra con la señora SUJETO en la dirección mencionada mas arriba.         
",0,1,0,0,0
" A traves  de la Linea 147 Fono Ayuda se comunica el señor SUJETO del 0972-000-000 e indica ser tío y reporta la siguiente situación: Que la niña NNA de 7 años  es hija de la señora SUJETO .  El mismo indica que la niña fue traida por la Tia antes de la Fiesta de fin de año.  Que para el año nuevo el padrastro le retira a la niña para visitar al otro hermano que esta en Caacupe.Que además  el padre biologico tambien reside en Caacupe .   Que el  padre biológico  estuvo a conocimiento que la niña estaba por Caacupe . se va y le retira de la casa en donde estaba.  Se le indica que debe comunicar a la Policía Nacional y posterior  realizar el régimen de relacionamiento .     
",0,0,0,0,0
" La recurrente SUJETO con número de teléfono: 0991000000 manifestó a Fono ayuda 147 que es madrina de un niño de 1 año de edad cuyda madre se llama NNA y está en situación adicción; ""llamo par saber cómo puedo ayudar a este niño es mi ahijado y la madre está perdida en las drogas el bebé anda detrás de ella en ese mundo él ni siquiera tiene documentos no tiene nombre su papá está recluido en Emboscada no vive bien el niño no come solo toma titi nada más"" expresó. También indicó que SUJETO tiene otro hijo de 4 años de edad de nombre NNA el mismo vive con la abuela materna (no recuerda el nombre de la abuela) en el mismo barrio de Asunción zona Viñas Cue pero que la abuela ya no puede hacerse de otro niño porque no tiene las condiciones económicas y la recurrente tampoco podrá por ello llama a este Servicio.   Se orientó a la recurrente que el caso debe ser puesto a conocimiento de la Def. NNA que desde este Servicio se comunicará la situación a la Def. de turno en Asunción y que ella también se comunique al 133 para el mismo efecto pero que antes averigüe todos los datos posibles ya que no supo indicar nombre de calles de dónde está viviendo la madre y el niño sólo refirió que la madre se desempeña como casera en una casa en el Barrio Santísima Trinidad Zona Viñas Cue y que junta muchos ""bandidos"" en la casa y se consumen drogas ilícitas en presencia del niño constituyéndose esto en situación de riesgo para el niño.     
",0,1,1,0,0
" A través de la Línea 147 se reportó de manera confidencial la siguiente situación: Que SUJETO con número de teléfono: 0994000000 de 21 años de edad es madre del niño NNA de 1 mes de nacido.  Que la madre sería una persona adicta a drogas ilícitas (cocaína) y a bebidas alcohólicas; ""ella anda tomando y consumiendo cocaína su bebé mama y ella en ese estado le amamanta le lleva por la calle amanece todo en cualquier parte ese bebé está en riesgo"" indicó la persona recurrente.   Que la madre y el niño no tienen un domicilio fijo; ""estaban viviendo en Luque en casa de la hermana de SUJETO pero la hermana tenía que viajar y como no confía luego en ella le pidió que salga de su casa y desde entonces anda deambulando por casas ajenas"" expresó la persona recurrente.    Que desde el pasado Domingo 2 de Enero la madre y el niño se encontrarían albergados en casa de una persona amiga (no quiso brindar sus datos) en Ciudad de Capiatá.   Que el padre del niño se llama SUJETO de profesión médico con número de teléfono: 0991000000 el mismo no ha reconocido al niño no se haría cargo según refirió.   OBSERVACIóN: l a recurrente indicó ser tía abuela del niño no quiso identificarse pidió ""anonimato"".   Envió ubicación de dónde se encontrarían la madre y el niño en cuidad de Capiatá posteriormente indicó que ya no se encuentran en el lugar que estarían en ciudad de ñemby pero que no maneja la dirección.   Se le explicó que no se podrá derivar la situación por que la dirección es primordial para ello.       
",0,1,1,0,0
"La
persona recurrente manifestó que ella prefiere que se mantenga la
confidencialidad de sus datos indicó que se puede contactar con la señora
presidenta del Asentamiento ""La Paraguaya"" en caso de necesitar más
datos de cómo llegar hasta el lugar la señora se llama SUJETO: 0982000000.   Refirió que su vecina la señora SUJETO maltrata a su
dos hijos NNA de 7 años y un bebé de 2 años (no sabe su nombre) indicó que
la madre es adicta que los niños no comen que incluso los castiga físicamente
y que la niña no acude a la escuela con regularidad porque la madre no le
lleva.     Manifestó que la madre vive en pareja con Arnaldo quién también
es adicto y acaba de salir de la cárcel hace 2 meses por tenencia de drogas.      Además agregó que en la casa vive un hermano de la madre el
mismo también es adicto y se escuchó la versión de que en Enero de este año
habría abusado sexualmente de la niña NNA.       

Por último la recurrente indicó que el domingo 18 de agosto
pasado la madre en estado de consumo habría golpeado a la niña los vecinos tuvieron
que intervenir entre ellos la presidenta del asentamiento. 21/08/19 El fiscal solicitó que la persona recurrente acuda a la Fiscalía para declarar. se le explico que la persona recurrente es anónimo. que en todo caso se contacte con la Pdta. del Asentamiento.          
",0,1,0,1,0
" A traves de la Linea 147 Fono Ayuda se comunican dos personas de manera confidencial y manifiesta la siguiente situación: Que en la dirección mencionada mas arriba residen las hermanas .  SUJETO  de 26 años con sus hijos : NN  ( niña ) de 3 años y un ( niño ) de 6 años .  SUJETO de 19 años con su hijo NNA de 6 años .  SUJETO de 28 años con sus hijos : NNA de 7 años  NNA de 5 años un niño de   2 años y una niña de 4 años .  SUJETO junto a su esposa SUJETO y su hijos : NNA de 8 años y otros 3 mas S/D.  La casa seria de la señora SUJETO ( abuela materna) .  Refiere que todos los niños estan siendo vulnerados de sus derechos  ya que todas las madres serían adictas a la marihuana  que las madres no se quedan en la casa  que la abuela es la que les cuida    a sus nietos /as  pero sin embargo pasan hambre  y  que los niños deambula por la calle  que el mayor tiempo estan por la calle .Indica que el último episodio ocurrió en la fecha del 25 /12 en horas de la siesta el niño NNA casi fue atropellado por un automóvil y que los vecinos habían auxiliado al niño.  Además los niños pasan de toda clase de maltratos tanto Físico y Verbal de manera frecuente.Datos del padre de los mismos desconoce.  Indica que los niños ya han pasado varias situaciones  y que nadie realiza la denuncia ya que serian una familia muy conflictiva y  que los vecinos le temen a  la represalia.  Siguen relatando que  los hijos de la pareja de SUJETO y SUJETO serían testigos de violencia doméstica de manera frecuente cuando los padres se agreden  entre ellos  los mismos  salen todos por la calle  a pedir auxilio. Que los padres tambien serían adictos a la marihuana . Que la niña NNA es la que se queda a cuidar de sus hermanitos cuando los padres salen de la casa.       
",1,1,0,0,0
" La recurrente solicitó confidencialidad de su nombre sin embargo indicó que sin problema se puede contactar a su número de celular: 0994 000 000 para que guíe cómo se llaga a la casa de los NNA. Manifestó que tiene conocimiento de una familia numerosa en la casa viven 4 personas adultas un apareja (los padres) y otros dos hombres aclaró que ella no maneja nombres y apellidos sólo sabe que hay en la casa 8 NNA entre ellos un adolescente de 17 años que tiene un bebé de 6 meses de edad aproximadamente.   Refirió que le preocupa mucho que los niños se quedan solos deambulan por las calles los vecinos les dan de comer los padres serían ""chatarreros"" y los fines de semana se dedican a consumir alcohol con música a alto volumen y amanecen en esas circunstancias y los niños permanecen despiertos hasta esa hora.   Indicó que las mencionadas personas estarían alquilando una vivienda precaria en la dirección mencionada que antes estaban ocupando el predio de COPACO y su vivienda se quemó a raíz del desalojo. La recurrente desconoce si los NNA están escolarizados.            
",0,1,0,1,0
" Se comunico al Servicio SUJETO pediatra del Hospital de Clínicas de San Lorenzo refiere que la niña NNA de 5 años de edad estaría internada hace 15 días en dicho nosocomio y la misma no tendría acompañamiento de familiar ni adulto responsable. Que la madre estaría recluida en la cárcel y el padre sería adicto a las drogas que la abuela sería quien la cuidaba pero que la misma tendría discapacidad y tendría a su cuidado varios niños y niñas. Que habría comunicado la situación a la Fiscalía de Villa Elisa desde donde le habrían referido que llamara al 147. La misma solicita datos de como comunicar la situación; se le orienta que en casos así debe intervenir la Fiscalía de la Zona que se puede hacer a través de comisaría o comunicación directa a Fiscalía; pero por la característica del caso madre recluida padre en adicción y abuela con discapacidad se debe comunicar a Defensoría NA par lo cual se le paso Defensora de turno SUJETO y su número de teléfono.   Se verifico en Padrón de Abrazo Ficha Hogar N° 0000 - Centro Comunitario Villa Elisa.      
",0,0,0,0,0
